http://cloc.sourceforge.net v 1.60  T=1.26 s (236.2 files/s, 34733.3 lines/s)
-------------------------------------------------------------------------------------------------------------------------------------------------
File                                                                                                          blank        comment           code
C:\dev\VoxelVerse\src\com\voxelengine\GUI\WindowNewModel.as                                                       6              2             22
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\tasks\Dummy.as                                                   4             12             22
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\tasks\landscapetasks\LandscapeTask.as                            6             11             21
C:\dev\VoxelVerse\src\com\voxelengine\utils\zip\ZipConstants.as                                                  11             49             21
C:\dev\VoxelVerse\src\com\voxelengine\events\ModeChoiceEvent.as                                                   5             12             21
C:\dev\VoxelVerse\src\com\voxelengine\events\TargetEvent.as                                                       4             12             21
C:\dev\VoxelVerse\src\com\voxelengine\GUI\ModalPopup.as                                                           5              1             21
C:\dev\VoxelVerse\src\com\voxelengine\pools\PoolManager.as                                                        6             21             21
C:\dev\VoxelVerse\src\com\voxelengine\utils\zip\asdoc\package-list.html                                           0              1             21
C:\dev\VoxelVerse\src\com\voxelengine\utils\zip\asdoc\package-frame.html                                         15              1             20
C:\dev\VoxelVerse\src\com\voxelengine\GUI\VVPopup.as                                                              6              0             20
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\MemoryManager.as                                                 7              7             20
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\tasks\flowtasks\FlowTask.as                                      7             13             20
C:\dev\VoxelVerse\src\com\voxelengine\utils\transitions\SpecialPropertySplitter.as                                7             16             19
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\Stand.as                                                         4             17             19
C:\dev\VoxelVerse\src\com\voxelengine\utils\VectorUtil.as                                                         2             20             19
C:\dev\VoxelVerse\src\com\voxelengine\utils\transitions\SpecialPropertyModifier.as                                7             16             19
C:\dev\VoxelVerse\src\com\voxelengine\GUI\VVCanvas.as                                                             5              2             18
C:\dev\VoxelVerse\src\com\voxelengine\GUI\VVContainer.as                                                          5              2             18
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\scripts\Script.as                                                4             12             16
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\TileType.as                                                      0             11             12
C:\dev\VoxelVerse\src\com\voxelengine\utils\GameTime.as                                                           2             56             11
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\scripts\DefaultScript.as                                         3              4              9
C:\dev\VoxelVerse\src\com\voxelengine\worldmodel\scripts\ExplosionScript.as                                       5              4              9
C:\dev\VoxelVerse\src\com\voxelengine\utils\zip\ZipError.as                                                       8             22              8
C:\dev\VoxelVerse\src\com\voxelengine\countLines.bat                                                             12              7              6
C:\dev\VoxelVerse\src\com\voxelengine\server\Network.as                                                           0              0              1
C:\dev\VoxelVerse\src\com\voxelengine\server\VVServer.as                                                          0              0              1
C:\dev\VoxelVerse\src\com\voxelengine\server\EventHandlers.as                                                     0              0              1
C:\dev\VoxelVerse\src\com\voxelengine\server\Persistance.as                                                       0              0              1
-------------------------------------------------------------------------------------------------------------------------------------------------
SUM:                                                                                                           5436           8647          29736
-------------------------------------------------------------------------------------------------------------------------------------------------

-------------------------------------------------------------------------------
Language                     files          blank        comment           code
-------------------------------------------------------------------------------
ActionScript                   245           5203           8274          25491
HTML                            48            138            315           3384
CSS                              2             48             17            589
Javascript                       2             35             34            266
DOS Batch                        1             12              7              6
-------------------------------------------------------------------------------
SUM:                           298           5436           8647          29736
-------------------------------------------------------------------------------
